pl_name,hostname,disc_facility,pl_orbper,pl_rade,st_teff,st_rad,st_lum,st_mass
Kepler-359 c,Kepler-359,Kepler,57.68802,4.3,6248.0,1.086,-0.09657,0.827
Kepler-173 b,Kepler-173,Kepler,4.263742,1.29,6031.0,0.949,0.07365,1.067
Kepler-180 b,Kepler-180,Kepler,13.817124,1.5,5731.0,1.063,-0.13204,0.95
Kepler-244 d,Kepler-244,Kepler,20.050401,2.31,5554.0,0.803,-0.25619,0.933
Kepler-254 c,Kepler-254,Kepler,12.412183,2.15,5957.0,0.91,-0.12491,0.849
Kepler-330 c,Kepler-330,Kepler,15.955387,1.95,5117.0,0.722,-0.44191,0.848
Kepler-1243 b,Kepler-1243,Kepler,16.8320729,1.75,5667.0,0.94,-0.24358,0.96
Kepler-360 b,Kepler-360,Kepler,3.289672,1.65,6053.0,1.058,-0.13236,0.994
Kepler-49 e,Kepler-49,Kepler,18.596108,1.56,4252.0,0.559,-1.13077,0.549
Kepler-140 b,Kepler-140,Kepler,3.25427,1.61,6077.0,1.288,0.25061,1.044
Kepler-122 d,Kepler-122,Kepler,21.587475,2.2,6050.0,1.216,0.26993,0.982
Kepler-268 c,Kepler-268,Kepler,83.446393,3.38,6081.0,1.274,0.31808,1.109
Kepler-171 c,Kepler-171,Kepler,11.463462,2.56,5642.0,0.839,-0.07917,0.978
Kepler-133 c,Kepler-133,Kepler,31.517586,2.84,5736.0,1.425,0.4105,1.02
Kepler-185 b,Kepler-185,Kepler,1.6329,1.17,5208.0,0.806,-0.50448,0.763
Kepler-346 b,Kepler-346,Kepler,6.511127,2.66,6033.0,1.021,-0.15256,0.943
Kepler-718 b,Kepler-718,Kepler,2.052349905,16.56,6191.0,1.3,0.13394,1.18
Kepler-720 b,Kepler-720,Kepler,4.708326542,8.41,5618.0,0.92,0.03222,0.95
Kepler-1241 b,Kepler-1241,Kepler,18.5525701,2.63,5261.0,0.8,-0.32438,0.84
Kepler-495 b,Kepler-495,Kepler,3.413036221,5.23,5346.0,0.83,-0.2375,0.86
Kepler-281 b,Kepler-281,Kepler,14.646008,2.82,5723.0,0.899,0.14638,0.95
Kepler-288 b,Kepler-288,Kepler,6.097326,1.67,5918.0,1.091,0.05605,0.842
Kepler-394 b,Kepler-394,Kepler,8.005013,1.6,6402.0,1.132,0.05347,0.87
Kepler-189 b,Kepler-189,Kepler,10.399931,1.21,5235.0,0.75,-0.44774,0.803
Kepler-148 b,Kepler-148,Kepler,1.729366,1.8,5272.0,0.851,-0.38342,0.86
Kepler-178 c,Kepler-178,Kepler,20.552802,2.88,5676.0,1.066,-0.20778,0.852
Kepler-686 b,Kepler-686,Kepler,1.594745463,12.15,5649.0,0.92,0.10792,0.94
Kepler-468 b,Kepler-468,Kepler,38.478757067,13.34,5498.0,0.87,-0.28606,0.96
Kepler-953 c,Kepler-953,Kepler,9.10967112,1.19,5416.0,0.99,-0.119,0.95
Kepler-342 b,Kepler-342,Kepler,15.170318,2.25,6175.0,1.472,0.45345,1.213
Kepler-334 c,Kepler-334,Kepler,12.758005,1.43,5828.0,1.068,0.05556,1.022
Kepler-291 c,Kepler-291,Kepler,5.700786,1.88,6002.0,1.016,0.07135,1.023
Kepler-298 c,Kepler-298,Kepler,22.92881,1.93,4465.0,0.582,-0.73284,0.66
Kepler-190 c,Kepler-190,Kepler,3.763024,1.46,5106.0,0.795,-0.44055,0.834
Kepler-191 c,Kepler-191,Kepler,17.738506,1.86,5282.0,0.789,-0.4145,0.857
Kepler-207 c,Kepler-207,Kepler,3.071571,1.5,5920.0,1.588,0.5343,1.313
Kepler-224 b,Kepler-224,Kepler,3.132924,1.39,5018.0,0.676,-0.51445,0.777
Kepler-337 c,Kepler-337,Kepler,9.693201,2.05,5684.0,1.761,0.48057,1.081
Kepler-299 d,Kepler-299,Kepler,15.054786,1.86,5617.0,1.032,-0.04352,1.004
Kepler-953 b,Kepler-953,Kepler,88.40655258,4.21,5416.0,0.99,-0.119,0.95
Kepler-493 b,Kepler-493,Kepler,3.003876581,15.13,6457.0,1.54,0.43813,1.36
Kepler-303 c,Kepler-303,Kepler,7.061149,1.14,3944.0,0.485,-1.0655,0.575
Kepler-137 b,Kepler-137,Kepler,8.436387,1.47,5187.0,0.802,-0.29234,0.85
Kepler-228 b,Kepler-228,Kepler,2.566546,1.53,6043.0,1.014,0.11115,1.006
Kepler-238 c,Kepler-238,Kepler,6.155557,2.39,5751.0,1.43,0.43048,1.229
Kepler-324 c,Kepler-324,Kepler,51.805612,3.15,5194.0,0.84,-0.30825,0.901
Kepler-188 b,Kepler-188,Kepler,2.061897,1.68,6021.0,1.141,0.03447,1.021
Kepler-126 b,Kepler-126,Kepler,10.495711,1.52,6239.0,1.358,0.452,1.108
Kepler-136 c,Kepler-136,Kepler,16.399235,1.99,6165.0,1.355,0.46678,1.204
Kepler-198 c,Kepler-198,Kepler,49.567416,2.47,5574.0,0.94,-0.1089,0.995
Kepler-398 b,Kepler-398,Kepler,4.081423,0.93,4493.0,0.613,-0.81101,0.649
Kepler-244 c,Kepler-244,Kepler,9.767292,2.05,5554.0,0.803,-0.25619,0.933
Kepler-247 b,Kepler-247,Kepler,3.33616,1.64,5100.0,0.768,-0.42165,0.887
Kepler-301 d,Kepler-301,Kepler,13.751243,1.75,5815.0,0.9,-0.07963,1.022
Kepler-301 c,Kepler-301,Kepler,5.419026,1.35,5815.0,0.9,-0.07963,1.022
Kepler-342 d,Kepler-342,Kepler,39.459357,2.49,6175.0,1.472,0.45345,1.213
Kepler-191 b,Kepler-191,Kepler,9.939632,1.34,5282.0,0.789,-0.4145,0.857
Kepler-194 d,Kepler-194,Kepler,52.814973,2.4,6089.0,1.025,0.0427,0.94
Kepler-208 e,Kepler-208,Kepler,16.259458,1.48,6092.0,1.314,0.30912,1.082
Kepler-344 c,Kepler-344,Kepler,125.596809,2.95,5774.0,0.976,-0.18481,0.931
Kepler-304 d,Kepler-304,Kepler,9.653471,2.75,4731.0,0.687,-0.6616,0.737
Kepler-304 c,Kepler-304,Kepler,5.315946,2.17,4731.0,0.687,-0.6616,0.737
Kepler-81 d,Kepler-81,Kepler,20.837846,1.21,4500.0,0.595,-0.88941,0.648
Kepler-548 b,Kepler-548,Kepler,4.454194338,11.99,5535.0,0.9,-0.2012,0.93
Kepler-723 b,Kepler-723,Kepler,4.082275068,12.19,5539.0,0.89,-0.172,0.92
Kepler-197 e,Kepler-197,Kepler,25.209715,0.91,6004.0,1.12,0.22187,0.857
Kepler-200 c,Kepler-200,Kepler,10.222157,1.59,5678.0,0.944,0.00778,0.972
Kepler-346 c,Kepler-346,Kepler,23.851549,3.07,6033.0,1.021,-0.15256,0.943
Kepler-350 b,Kepler-350,Kepler,11.189562,1.85,6186.0,1.534,0.42842,1.19
Kepler-306 e,Kepler-306,Kepler,44.840975,2.27,4954.0,0.719,-0.4693,0.75
Kepler-84 e,Kepler-84,Kepler,27.434389,2.6,6031.0,1.169,0.212,1.06
Kepler-265 e,Kepler-265,Kepler,67.831024,2.59,5835.0,1.103,0.00548,0.97
Kepler-217 c,Kepler-217,Kepler,8.586004,1.85,6171.0,1.799,0.75356,1.342
Kepler-220 d,Kepler-220,Kepler,28.122397,0.98,4632.0,0.666,-0.67594,0.729
Kepler-351 b,Kepler-351,Kepler,37.054919,3.06,5643.0,0.854,-0.38644,0.81
Kepler-352 b,Kepler-352,Kepler,10.05537,0.86,5212.0,0.781,-0.43235,0.798
Kepler-84 d,Kepler-84,Kepler,4.224537,1.38,6031.0,1.169,0.212,1.06
Kepler-310 d,Kepler-310,Kepler,92.876125,2.47,5797.0,0.876,-0.23934,0.854
Kepler-282 b,Kepler-282,Kepler,9.220524,1.01,5602.0,0.904,0.10587,0.86
Kepler-282 c,Kepler-282,Kepler,13.638723,1.2,5602.0,0.904,0.10587,0.86
Kepler-220 e,Kepler-220,Kepler,45.902733,1.33,4632.0,0.666,-0.67594,0.729
Kepler-154 c,Kepler-154,Kepler,62.303276,2.95,5690.0,1.001,0.03322,0.933
Kepler-353 b,Kepler-353,Kepler,5.795278,0.89,3903.0,0.504,-1.18709,0.553
Kepler-85 e,Kepler-85,Kepler,25.216751,1.27,5436.0,0.893,-0.2123,0.947
Kepler-55 e,Kepler-55,Kepler,4.617534,1.55,4503.0,0.619,-0.76324,0.631
Kepler-310 b,Kepler-310,Kepler,13.930698,1.19,5797.0,0.876,-0.23934,0.854
Kepler-286 e,Kepler-286,Kepler,29.221289,1.77,5580.0,0.863,-0.11623,0.83
Kepler-368 c,Kepler-368,Kepler,72.379334,3.88,5502.0,2.019,0.56235,1.165
Kepler-356 b,Kepler-356,Kepler,4.612696,1.57,6133.0,1.335,0.46128,1.163
Kepler-354 d,Kepler-354,Kepler,24.209842,1.24,4648.0,0.674,-0.71394,0.652
Kepler-313 c,Kepler-313,Kepler,32.273273,2.57,5727.0,1.536,0.31196,1.114
Kepler-142 b,Kepler-142,Kepler,2.024152,1.99,5790.0,1.269,0.10706,0.978
Kepler-487 b,Kepler-487,Kepler,15.358768403,11.42,5444.0,0.88,-0.17269,0.91
Kepler-506 b,Kepler-506,Kepler,6.8834055,2.73,6236.0,1.19,0.28755,1.19
Kepler-58 d,Kepler-58,Kepler,40.101371,2.94,6099.0,1.127,-0.00422,1.024
Kepler-299 e,Kepler-299,Kepler,38.285489,1.87,5617.0,1.032,-0.04352,1.004
Kepler-372 b,Kepler-372,Kepler,6.849692,1.36,6509.0,1.137,0.32073,1.202
Kepler-378 c,Kepler-378,Kepler,28.906009,0.7,4661.0,0.671,-0.65539,0.78
Kepler-357 c,Kepler-357,Kepler,16.85837,2.67,5036.0,0.834,-0.55635,0.794
Kepler-308 c,Kepler-308,Kepler,15.38231,2.16,5895.0,0.941,-0.11567,0.92
Kepler-124 b,Kepler-124,Kepler,3.410493,0.73,4984.0,0.636,-0.46737,0.706
Kepler-235 b,Kepler-235,Kepler,3.340222,2.23,4255.0,0.554,-1.10237,0.581
Kepler-392 c,Kepler-392,Kepler,10.423118,1.1,5938.0,1.129,0.19453,0.874
Kepler-360 c,Kepler-360,Kepler,7.186434,2.1,6053.0,1.058,-0.13236,0.994
Kepler-363 b,Kepler-363,Kepler,3.614568,1.16,5593.0,1.485,0.36465,1.226
Kepler-319 d,Kepler-319,Kepler,31.781925,2.29,5526.0,0.903,-0.18116,0.933
Kepler-319 b,Kepler-319,Kepler,4.362705,1.63,5526.0,0.903,-0.18116,0.933
Kepler-398 c,Kepler-398,Kepler,11.419412,1.01,4493.0,0.613,-0.81101,0.649
Kepler-399 b,Kepler-399,Kepler,14.425281,0.96,5502.0,0.68,-0.418,0.902
Kepler-379 b,Kepler-379,Kepler,20.09838,1.66,6054.0,1.306,0.27953,1.125
Kepler-198 b,Kepler-198,Kepler,17.790037,2.82,5574.0,0.94,-0.1089,0.995
Kepler-372 d,Kepler-372,Kepler,30.092568,1.69,6509.0,1.137,0.32073,1.202
Kepler-146 b,Kepler-146,Kepler,31.158799,3.71,5948.0,1.208,0.14794,1.079
Kepler-250 b,Kepler-250,Kepler,4.148141,1.13,5160.0,0.805,-0.45709,0.806
Kepler-390 c,Kepler-390,Kepler,13.060022,0.79,5166.0,0.776,-0.352,0.787
Kepler-373 c,Kepler-373,Kepler,16.725948,1.24,5787.0,0.845,0.21244,0.981
Kepler-326 b,Kepler-326,Kepler,2.248329,1.52,5105.0,0.801,-0.15657,0.91
Kepler-325 c,Kepler-325,Kepler,12.762172,2.54,5752.0,1.003,-0.25468,0.914
Kepler-46 d,Kepler-46,Kepler,6.766589,1.64,5309.0,0.79,-0.255,0.883
Kepler-142 c,Kepler-142,Kepler,4.761702,2.86,5790.0,1.269,0.10706,0.978
Kepler-374 d,Kepler-374,Kepler,5.028219,1.31,5977.0,0.911,0.27435,1.033
Kepler-375 b,Kepler-375,Kepler,12.125934,1.45,5826.0,0.837,-0.16278,0.891
Kepler-256 b,Kepler-256,Kepler,1.620493,1.59,5551.0,1.301,-0.0591,1.037
Kepler-327 d,Kepler-327,Kepler,13.969457,1.73,3799.0,0.492,-1.25964,0.591913
Kepler-403 c,Kepler-403,Kepler,54.280749,1.75,6090.0,1.329,0.64405,1.299
Kepler-209 c,Kepler-209,Kepler,41.749882,3.1,5513.0,0.935,-0.12879,0.971
Kepler-246 c,Kepler-246,Kepler,11.187161,1.5,5206.0,0.831,-0.41338,0.853
Kepler-250 d,Kepler-250,Kepler,17.648312,2.18,5160.0,0.805,-0.45709,0.806
Kepler-376 b,Kepler-376,Kepler,4.920199,1.07,5900.0,1.175,0.35663,0.968
Kepler-380 c,Kepler-380,Kepler,7.630004,1.27,6045.0,1.224,0.2776,0.99
Kepler-130 d,Kepler-130,Kepler,87.517905,1.64,5884.0,1.127,0.19831,0.927
Kepler-252 b,Kepler-252,Kepler,6.668391,1.23,4208.0,0.549,-0.78566,0.61
Kepler-255 b,Kepler-255,Kepler,5.714606,1.55,5573.0,0.933,-0.18311,0.867
Kepler-381 b,Kepler-381,Kepler,5.629021,0.99,6152.0,1.568,0.5139,1.144
Kepler-383 c,Kepler-383,Kepler,31.200751,1.24,4710.0,0.672,-0.698,0.669
Kepler-331 d,Kepler-331,Kepler,32.134328,1.64,4347.0,0.492,-0.78358,0.653
Kepler-333 c,Kepler-333,Kepler,24.08821,1.11,4259.0,0.534,-0.92812,0.601
TOI-3856 b,TOI-3856,Transiting Exoplanet Survey Satellite (TESS),2.04360352,13.59649359,5622.0,1.055,0.00087,1.096
Kepler-405 c,Kepler-405,Kepler,29.726682,4.66,5818.0,0.893,-0.33143,0.873
Kepler-256 d,Kepler-256,Kepler,5.839172,2.48,5551.0,1.301,-0.0591,1.037
Kepler-258 c,Kepler-258,Kepler,33.653079,3.61,4942.0,0.915,-0.57541,0.82
Kepler-387 c,Kepler-387,Kepler,11.837549,0.89,5774.0,1.046,0.13738,0.85
Kepler-334 d,Kepler-334,Kepler,25.09849,1.41,5828.0,1.068,0.05556,1.022
Kepler-336 b,Kepler-336,Kepler,2.024823,1.02,5867.0,1.304,0.26,1.09
Kepler-149 c,Kepler-149,Kepler,55.328328,1.61,5381.0,0.953,-0.11929,1.013
Kepler-393 c,Kepler-393,Kepler,14.613612,1.33,6189.0,1.382,0.52394,1.256
Kepler-292 c,Kepler-292,Kepler,3.715335,1.47,5299.0,0.826,-0.33691,0.865
Kepler-337 b,Kepler-337,Kepler,3.292781,1.54,5684.0,1.761,0.48057,1.081
Kepler-338 c,Kepler-338,Kepler,24.310856,2.34,5923.0,1.735,0.5857,1.105
Kepler-164 b,Kepler-164,Kepler,5.03503,1.41,5888.0,1.148,0.11291,1.036
Kepler-169 f,Kepler-169,Kepler,87.090195,2.58,4997.0,0.763,-0.49611,0.825
Kepler-265 b,Kepler-265,Kepler,6.846262,1.86,5835.0,1.103,0.00548,0.97
Kepler-269 c,Kepler-269,Kepler,8.127899,1.69,5847.0,0.959,0.36836,0.92
Kepler-395 b,Kepler-395,Kepler,7.054346,1.03,4262.0,0.556,-1.194,0.622827
Kepler-298 d,Kepler-298,Kepler,77.473633,2.5,4465.0,0.582,-0.73284,0.66
Kepler-339 c,Kepler-339,Kepler,6.988055,1.15,5631.0,0.802,-0.31322,0.87
Kepler-339 d,Kepler-339,Kepler,10.558345,1.17,5631.0,0.802,-0.31322,0.87
Kepler-171 d,Kepler-171,Kepler,39.595519,1.89,5642.0,0.839,-0.07917,0.978
Kepler-174 d,Kepler-174,Kepler,247.35373,2.19,4880.0,0.622,-0.5704,0.602
Kepler-272 d,Kepler-272,Kepler,10.937304,2.25,5297.0,0.929,0.06634,0.91
Kepler-206 d,Kepler-206,Kepler,23.44281,1.19,5764.0,1.185,0.08357,0.957
Kepler-122 c,Kepler-122,Kepler,12.465988,5.87,6050.0,1.216,0.26993,0.982
Kepler-251 c,Kepler-251,Kepler,16.514043,2.77,5526.0,0.89,-0.17197,0.891
Kepler-234 c,Kepler-234,Kepler,7.21205,3.51,6224.0,1.113,0.23955,1.129
KOI-1257 b,KOI-1257,Kepler,86.647661,10.54,5520.0,1.13,0.0292,0.99
Kepler-200 b,Kepler-200,Kepler,8.594805,2.13,5678.0,0.944,0.00778,0.972
Kepler-188 c,Kepler-188,Kepler,5.996553,3.19,6021.0,1.141,0.03447,1.021
Kepler-252 c,Kepler-252,Kepler,10.848463,2.15,4208.0,0.549,-0.78566,0.61
Kepler-158 c,Kepler-158,Kepler,28.551383,1.9,4623.0,0.624,-0.75667,0.655
TOI-1272 b,TOI-1272,Transiting Exoplanet Survey Satellite (TESS),3.31599,4.13204907,5065.0,0.7934,-0.42597,0.8772
TOI-5720 b,TOI-5720,Transiting Exoplanet Survey Satellite (TESS),1.4344555,1.09,3325.0,0.383,-1.79183,0.383
Kepler-421 b,Kepler-421,Kepler,704.1984,4.16,5308.0,0.757,-0.398,0.794
Kepler-343 c,Kepler-343,Kepler,23.22182,2.02,5807.0,1.433,0.2162,1.055
Kepler-347 c,Kepler-347,Kepler,27.320871,1.75,6088.0,1.005,0.34232,0.922
Kepler-190 b,Kepler-190,Kepler,2.019999,1.56,5106.0,0.795,-0.44055,0.834
Kepler-253 c,Kepler-253,Kepler,10.281951,2.65,5208.0,0.786,-0.38741,0.86
Kepler-170 c,Kepler-170,Kepler,16.665863,2.86,5679.0,1.035,-0.05453,1.066
Kepler-205 c,Kepler-205,Kepler,20.306546,1.64,4321.0,0.546,-0.95618,0.592
TOI-216.02,TOI-216,Transiting Exoplanet Survey Satellite (TESS),17.16073,8.0,5026.0,0.748,-0.44159,0.77
Kepler-202 b,Kepler-202,Kepler,4.069427,1.63,4668.0,0.667,-0.63817,0.683
Kepler-214 c,Kepler-214,Kepler,28.7798,2.13,6169.0,1.352,0.5108,1.11
Kepler-192 b,Kepler-192,Kepler,9.926746,2.74,5479.0,1.007,-0.09429,1.028
Kepler-196 c,Kepler-196,Kepler,47.427737,2.24,5128.0,0.782,-0.39257,0.839
Kepler-245 d,Kepler-245,Kepler,36.277108,3.03,5100.0,0.795,-0.39579,0.856
Kepler-101 c,Kepler-101,Kepler,6.02976,1.25,5667.0,1.56,0.42034,1.17
Kepler-154 b,Kepler-154,Kepler,33.040532,2.26,5690.0,1.001,0.03322,0.933
Kepler-359 d,Kepler-359,Kepler,77.095691,4.01,6248.0,1.086,-0.09657,0.827
Kepler-256 c,Kepler-256,Kepler,3.38802,2.15,5551.0,1.301,-0.0591,1.037
Kepler-254 b,Kepler-254,Kepler,5.826662,3.87,5957.0,0.91,-0.12491,0.849
Kepler-184 c,Kepler-184,Kepler,20.303005,1.97,5788.0,0.873,-0.22509,0.872
Kepler-248 b,Kepler-248,Kepler,6.308205,3.02,5190.0,0.831,-0.41834,0.838
KIC 10001893 b,KIC 10001893,Kepler,0.2197,,27500.0,0.18,1.43069,0.47
KIC 10001893 c,KIC 10001893,Kepler,0.32528,,27500.0,0.18,1.43069,0.47
Kepler-172 b,Kepler-172,Kepler,2.940309,2.35,5526.0,1.085,-0.03187,1.081
Kepler-205 b,Kepler-205,Kepler,2.75564,1.51,4321.0,0.546,-0.95618,0.592
Kepler-257 c,Kepler-257,Kepler,6.581484,5.41,5180.0,1.037,-0.37756,0.916
Kepler-217 b,Kepler-217,Kepler,5.374943,2.23,6171.0,1.799,0.75356,1.342
Kepler-174 c,Kepler-174,Kepler,44.000529,1.49,4880.0,0.622,-0.5704,0.602
Kepler-251 d,Kepler-251,Kepler,30.133001,2.77,5526.0,0.89,-0.17197,0.891
Kepler-423 b,Kepler-423,Kepler,2.6843285,13.361,5560.0,0.95,-0.018,0.85
TOI-561 e,TOI-561,Transiting Exoplanet Survey Satellite (TESS),77.144,2.517,5342.0,0.843,-0.28233,0.806
LTT 1445 A b,LTT 1445 A,Transiting Exoplanet Survey Satellite (TESS),5.3587635,1.34,3562.0,0.271,-2.04591,0.257
TOI-1749 b,TOI-1749,Transiting Exoplanet Survey Satellite (TESS),2.38839,1.39,3985.0,0.55,-1.15649,0.58
TOI-3819 b,TOI-3819,Transiting Exoplanet Survey Satellite (TESS),3.2443141,13.13692538,5859.0,1.538,0.39967,1.242
KIC 10001893 d,KIC 10001893,Kepler,0.81161,,27500.0,0.18,1.43069,0.47
Kepler-361 b,Kepler-361,Kepler,8.486616,1.45,6169.0,1.343,0.45876,1.191
Kepler-362 b,Kepler-362,Kepler,10.327186,0.88,5788.0,0.722,0.20872,0.904
Kepler-218 c,Kepler-218,Kepler,44.699576,3.14,5502.0,1.063,0.00935,1.019
Kepler-193 b,Kepler-193,Kepler,11.38848,2.39,6335.0,1.147,0.09956,1.051
Kepler-253 d,Kepler-253,Kepler,18.119869,3.17,5208.0,0.786,-0.38741,0.86
Kepler-192 c,Kepler-192,Kepler,21.2234,2.79,5479.0,1.007,-0.09429,1.028
TOI-2346 b,TOI-2346,Transiting Exoplanet Survey Satellite (TESS),3.3312029,16.11851425,6480.0,1.38,0.48144,1.271
HIP 113103 b,HIP 113103,Transiting Exoplanet Survey Satellite (TESS),7.610303,1.829,4930.0,0.742,-0.57629,0.761
HD 28109 d,HD 28109,Transiting Exoplanet Survey Satellite (TESS),84.2899,3.11,6189.0,1.425,0.43297,1.227
TOI-1439 b,TOI-1439,Transiting Exoplanet Survey Satellite (TESS),27.644,4.2427861,5841.0,1.6184,0.44091,1.2313
Kepler-365 c,Kepler-365,Kepler,17.784129,1.64,6012.0,1.048,0.112,1.02
Kepler-220 c,Kepler-220,Kepler,9.034199,1.57,4632.0,0.666,-0.67594,0.729
Kepler-487 d,Kepler-487,Kepler,2.418390036,2.77513568,5422.0,0.887,-0.17269,0.874
TOI-1634 b,TOI-1634,Transiting Exoplanet Survey Satellite (TESS),0.9893455,1.773,3472.0,0.45,-1.5784,0.451
TOI-1696 b,TOI-1696,Transiting Exoplanet Survey Satellite (TESS),2.500311,3.09,3185.0,0.2775,-2.14813,0.255
Kepler-522 b,Kepler-522,Kepler,38.58422849,6.91,6392.0,1.98,0.65452,1.54
TOI-3688 A b,TOI-3688 A,Transiting Exoplanet Survey Satellite (TESS),3.246075,13.08088048,5950.0,1.302,0.2833,1.199
TOI-1723 b,TOI-1723,Transiting Exoplanet Survey Satellite (TESS),13.727012643,3.435,5777.0,1.09,0.06446,1.04
Kepler-670 b,Kepler-670,Kepler,2.816504852,13.18,5709.0,0.99,-0.1003,0.99
Kepler-196 b,Kepler-196,Kepler,20.739886,1.9,5128.0,0.782,-0.39257,0.839
Kepler-221 c,Kepler-221,Kepler,5.690586,2.93,5243.0,0.821,-0.40429,0.854
Kepler-163 c,Kepler-163,Kepler,21.347262,2.26,5776.0,0.917,-0.13799,0.882
Kepler-427 b,Kepler-427,Kepler,10.290994,13.79,5800.0,1.35,0.29,0.96
TOI-5728 b,TOI-5728,Transiting Exoplanet Survey Satellite (TESS),11.49761,1.31,3419.0,0.37,-1.74669,0.36
TOI-1246 c,TOI-1246,Transiting Exoplanet Survey Satellite (TESS),5.904137,2.45109846,5213.0,0.8649,-0.30103,0.8889
Kepler-207 d,Kepler-207,Kepler,5.868075,3.31,5920.0,1.588,0.5343,1.313
Kepler-245 b,Kepler-245,Kepler,7.49019,2.57,5100.0,0.795,-0.39579,0.856
Kepler-208 b,Kepler-208,Kepler,4.22864,1.63,6092.0,1.314,0.30912,1.082
Kepler-246 b,Kepler-246,Kepler,4.60182,2.34,5206.0,0.831,-0.41338,0.853
Kepler-179 c,Kepler-179,Kepler,6.40013,2.0,5302.0,0.759,-0.27765,0.893
Kepler-226 c,Kepler-226,Kepler,5.349555,2.27,5571.0,0.802,-0.23921,0.904
Kepler-113 b,Kepler-113,Kepler,4.754,1.82,4725.0,0.69,-0.57598,0.75
Kepler-48 d,Kepler-48,Kepler,42.8961,2.04,5194.0,0.89,-0.28926,0.88
Kepler-199 b,Kepler-199,Kepler,23.637604,3.11,5644.0,0.967,-0.09685,0.96
Kepler-237 c,Kepler-237,Kepler,8.103636,2.08,4861.0,0.725,-0.47742,0.696
Kepler-247 c,Kepler-247,Kepler,9.439452,4.09,5100.0,0.768,-0.42165,0.887
Kepler-161 b,Kepler-161,Kepler,4.921355,2.12,5078.0,0.806,-0.44679,0.853
Kepler-153 b,Kepler-153,Kepler,18.870227,2.92,5404.0,0.892,-0.4463,0.756
Kepler-106 b,Kepler-106,Kepler,6.16486,0.82,5858.0,1.04,0.08255,1.0
Kepler-100 d,Kepler-100,Kepler,35.3331,1.61,5825.0,1.49,0.39445,1.08
Kepler-274 b,Kepler-274,Kepler,11.634788,1.54,6023.0,1.007,0.2013,0.883
Kepler-312 b,Kepler-312,Kepler,1.772419,1.29,6115.0,1.467,0.59751,1.314
Kepler-211 c,Kepler-211,Kepler,6.04045,1.29,5123.0,0.816,-0.4133,0.867
Kepler-212 c,Kepler-212,Kepler,31.805174,2.74,5852.0,1.455,0.38347,1.166
Kepler-228 d,Kepler-228,Kepler,11.094286,4.04,6043.0,1.014,0.11115,1.006
Kepler-230 b,Kepler-230,Kepler,32.625555,4.26,5588.0,0.817,-0.36784,0.784
TOI-444 b,TOI-444,Transiting Exoplanet Survey Satellite (TESS),17.9636,2.77,5225.0,0.779,-0.41794,0.96
TOI-2202 b,TOI-2202,Transiting Exoplanet Survey Satellite (TESS),11.9126075,10.95117414,5169.0,0.808,-0.40121,0.841
LTT 3780 c,LTT 3780,Transiting Exoplanet Survey Satellite (TESS),12.252284,2.39,3358.0,0.38,-1.78252,0.381
Kepler-166 b,Kepler-166,Kepler,7.650254,2.27,5413.0,0.742,-0.38508,0.811
Kepler-181 c,Kepler-181,Kepler,4.302149,1.99,5333.0,0.749,-0.37878,0.81
Kepler-106 d,Kepler-106,Kepler,23.9802,0.95,5858.0,1.04,0.08255,1.0
Kepler-131 c,Kepler-131,Kepler,25.5169,0.84,5685.0,1.03,0.02191,1.02
Kepler-320 b,Kepler-320,Kepler,8.371554,1.14,6435.0,1.108,0.37419,1.072
Kepler-169 e,Kepler-169,Kepler,13.767102,2.2,4997.0,0.763,-0.49611,0.825
Kepler-249 c,Kepler-249,Kepler,7.113702,1.51,3568.0,0.482,-1.49485,0.510238
Kepler-174 b,Kepler-174,Kepler,13.98179,1.96,4880.0,0.622,-0.5704,0.602
Kepler-231 c,Kepler-231,Kepler,19.271566,1.93,3767.0,0.49,-1.03621,0.58
Kepler-197 c,Kepler-197,Kepler,10.349695,1.23,6004.0,1.12,0.22187,0.857
Kepler-151 b,Kepler-151,Kepler,15.228958,3.06,5460.0,0.83,-0.33413,0.87
Kepler-241 b,Kepler-241,Kepler,12.718092,2.33,4699.0,0.668,-0.60729,0.671
Kepler-232 b,Kepler-232,Kepler,4.431222,3.08,5847.0,0.968,0.05183,0.97
Kepler-233 b,Kepler-233,Kepler,8.472382,2.43,5360.0,0.758,-0.32754,0.855
Kepler-143 b,Kepler-143,Kepler,16.007583,2.41,5848.0,1.359,0.29363,0.982
Kepler-332 d,Kepler-332,Kepler,34.21154,1.18,4955.0,0.72,-0.5837,0.743
HIP 9618 b,HIP 9618,Transiting Exoplanet Survey Satellite (TESS),20.772858,3.82838127,5649.0,0.9593,-0.0716,0.942
Kepler-10 b,Kepler-10,Kepler,0.8374907,1.47,5708.0,1.065,0.05467,0.91
Kepler-453 b,Kepler-453,Kepler,240.503,6.204,5527.0,0.833,-0.2205,0.944
TOI-1420 b,TOI-1420,Transiting Exoplanet Survey Satellite (TESS),6.9561063,11.89,5510.0,0.923,-0.15181,0.987
TOI-6109 b,TOI-6109,Transiting Exoplanet Survey Satellite (TESS),5.690476,4.8704,5660.0,1.021,-0.05453,1.03
KIC 3558849 b,KIC 3558849,Kepler,1322.3,6.9,6175.0,1.01,0.40531,0.98
Kepler-440 b,Kepler-440,Kepler,101.11141,1.86,4134.0,0.559,-1.102,0.575
